,City,Cloudiness,Country,Date,Humidity,Lat,Longitude,Max Temp,Wind Speed
276,Ciudad Bolivar,82,VE,1612535226,57,8.1222,-63.5497,83.71,14.2
277,Khorramshahr,40,IR,1612535226,60,30.4397,48.1664,71.6,11.5
278,Kantang,20,TH,1612535226,74,7.4054,99.5156,80.6,5.75
279,Ballina,40,AU,1612535226,88,-28.8667,153.5667,69.8,2.3
280,Pangnirtung,90,CA,1612535226,66,66.1451,-65.7125,8.6,2.3
281,Rørvik,75,NO,1612535226,93,64.8621,11.2373,23.0,4.61
282,Umluj,47,SA,1612535226,57,25.0213,37.2685,70.56,16.06
283,Demba,76,CD,1612535227,50,-5.51,22.2667,89.46,1.03
284,Fortuna,90,US,1612535227,100,40.5982,-124.1573,41.0,5.75
285,Irbit,100,RU,1612535227,97,57.6705,63.071,34.14,8.23
286,Bathsheba,40,BB,1612535227,54,13.2167,-59.5167,82.4,24.16
287,Nishihara,20,JP,1612535227,55,26.1842,127.7558,64.4,4.61
288,Trincomalee,91,LK,1612535227,76,8.5711,81.2335,78.57,13.53
289,Los Llanos de Aridane,75,ES,1612535227,72,28.6585,-17.9182,57.2,11.5
290,Wschowa,100,PL,1612535228,53,51.807,16.3166,35.01,4.0
291,Shuyskoye,100,RU,1612535228,94,59.3736,41.0305,7.39,8.39
292,Mossamedes,20,AO,1612535228,61,-15.1961,12.1522,77.0,17.27
293,Nuuk,20,GL,1612535228,67,64.1835,-51.7216,15.8,9.22
294,West Memphis,1,US,1612535228,86,35.1465,-90.1845,32.0,3.44
295,Touros,40,BR,1612535228,51,-5.1989,-35.4608,87.8,18.41
296,Mahibadhoo,96,MV,1612535228,76,3.7833,72.9667,81.5,13.29
297,Kasempa,46,ZM,1612535228,64,-13.4584,25.8338,80.8,2.1
298,Altay,96,CN,1612535229,87,47.8667,88.1167,17.53,3.13
299,Kalaīkunda,0,IN,1612535229,35,22.35,87.25,68.43,5.97
300,Fort Frances,90,CA,1612535229,71,48.5999,-93.4003,-4.0,13.8
301,Shenzhen,0,CN,1612535137,78,22.5455,114.0683,69.01,4.25
302,Longyearbyen,75,SJ,1612535229,79,78.2186,15.6401,17.6,4.61
303,Dabola,100,GN,1612535229,9,10.75,-11.1167,99.75,5.17
304,Rome,90,US,1612535045,93,43.2128,-75.4557,34.0,9.22
305,Tocache,92,PE,1612535230,78,-8.1842,-76.5125,74.25,0.76
306,Bontang,100,ID,1612535230,85,0.1333,117.5,79.75,8.88
307,Port Blair,16,IN,1612535230,80,11.6667,92.75,79.43,9.75
308,Mar del Plata,0,AR,1612535082,60,-38.0023,-57.5575,71.6,6.91
309,Acurenam,100,GQ,1612535230,74,1.0322,10.6488,80.44,3.83
310,Damietta,40,EG,1612535100,77,31.4165,31.8133,66.2,11.5
311,Lüderitz,0,NA,1612535230,43,-26.6481,15.1594,79.34,29.59
312,Sinazongwe,73,ZM,1612535231,62,-17.2614,27.4618,85.32,8.61
313,Luang Prabang,0,LA,1612535231,57,19.8856,102.1347,71.02,0.51
314,Nabire,100,ID,1612535231,81,-3.3667,135.4833,76.96,2.26
315,Sitka,90,US,1612535231,100,57.0531,-135.33,33.8,4.61
316,Elizabeth City,90,US,1612535231,81,36.2946,-76.2511,46.4,8.05
317,Kamaishi,70,JP,1612535231,85,39.2667,141.8833,35.69,9.69
318,Cuiluan,99,CN,1612535231,90,47.72,128.648,-3.44,4.21
319,Östersund,0,SE,1612535232,92,63.1792,14.6357,16.0,11.5
320,Panabá,0,MX,1612535232,81,21.2833,-88.2667,67.26,6.33
321,Anloga,20,GH,1612535232,66,5.7947,0.8973,91.4,12.66
322,Nioro,100,GM,1612535232,11,13.35,-15.75,93.18,9.13
323,Korla,54,CN,1612535232,82,41.7597,86.1469,30.43,5.01
324,Dolzhanskaya,63,RU,1612535232,53,46.6311,37.8039,30.0,15.99
325,Tandaltī,3,SD,1612535232,14,13.0167,31.8667,82.62,18.92
326,Tuatapere,100,NZ,1612535233,88,-46.1333,167.6833,52.77,1.05
327,Ixtapa,1,MX,1612535233,77,20.7,-105.2,59.0,6.91
328,Pau Brasil,43,BR,1612535233,59,-15.4642,-39.6511,85.89,5.64
329,Oktyabr'skiy,100,RU,1612535233,96,54.4815,53.471,37.36,14.99
330,Strezhevoy,20,RU,1612535233,85,60.7333,77.5889,5.0,8.95
331,Samarai,0,PG,1612535233,78,-10.6167,150.6667,81.79,5.5
332,Taltal,0,CL,1612535233,61,-25.4,-70.4833,69.3,5.75
333,Miyako,85,JP,1612535233,95,39.6367,141.9525,32.5,5.84
334,Roebourne,17,AU,1612535234,78,-20.7833,117.1333,81.46,11.74
335,Kudahuvadhoo,100,MV,1612535234,75,2.6708,72.8944,81.9,17.78
336,Marabu,40,MY,1612535234,94,4.4148,114.0089,78.8,4.61
337,Pochutla,40,MX,1612535234,78,15.7432,-96.4661,73.99,3.47
338,São Félix do Xingu,77,BR,1612535234,64,-6.6447,-51.995,85.3,5.08
339,Dunedin,56,NZ,1612535215,79,-45.8742,170.5036,55.99,5.01
340,Lavrentiya,100,RU,1612535235,92,65.5833,-171.0,1.04,16.69
341,Concepción del Uruguay,0,AR,1612535186,50,-32.4825,-58.2372,78.01,4.0
342,Rodolfo Sánchez Taboada,0,MX,1612535236,91,31.7167,-116.5667,48.0,3.0
343,Erenhot,3,CN,1612535236,90,43.6475,111.9767,19.85,13.24
344,Honningsvåg,75,NO,1612535236,86,70.9821,25.9704,30.2,9.22
345,Chimoio,1,MZ,1612535236,80,-19.1164,33.4833,81.21,4.18
346,San Quintín,0,MX,1612535236,84,30.4833,-115.95,51.8,3.62
347,Lebowakgomo,20,ZA,1612535236,64,-24.2,29.5,82.4,8.05
348,Dingle,100,PH,1612535237,89,10.9995,122.6711,75.97,7.07
349,Talara,90,PE,1612535237,73,-4.5772,-81.2719,75.2,11.5
350,Baruun-Urt,99,MN,1612535237,95,46.6806,113.2792,12.25,9.69
351,Shache,0,CN,1612535237,68,38.4167,77.2406,36.55,6.49
352,Chapada dos Guimarães,75,BR,1612535237,83,-15.4606,-55.7497,78.8,6.91
353,Yerofey Pavlovich,100,RU,1612535238,84,53.9667,121.9667,-12.37,4.32
354,Batagay-Alyta,100,RU,1612535238,84,67.8006,130.4114,-26.03,1.72
355,Grindavik,75,IS,1612535238,75,63.8424,-22.4338,39.2,26.46
356,Narsaq,1,GL,1612535238,48,60.9167,-46.05,12.2,3.44
357,Tucuruí,13,BR,1612535238,65,-3.7661,-49.6725,86.29,5.28
358,Ürümqi,100,CN,1612535238,92,43.801,87.6005,15.8,2.01
359,Chui,63,UY,1612535238,64,-33.6971,-53.4616,68.65,12.95
360,Bambanglipuro,94,ID,1612535239,85,-7.95,110.2833,78.33,5.46
361,Cadillac,90,US,1612535239,79,44.2519,-85.4012,17.6,11.5
362,Nome,75,US,1612535239,73,64.5011,-165.4064,17.6,24.16
363,Key West,1,US,1612535239,68,24.5557,-81.7826,72.0,10.36
364,Toktogul,100,KG,1612535239,66,41.8708,72.9402,34.16,2.3
365,Saint-François,0,FR,1612535239,87,46.4154,3.9054,53.01,6.91
366,Suntar,65,RU,1612535240,81,62.1444,117.6319,-38.99,2.51
367,Padang,40,ID,1612535240,89,-0.9492,100.3543,80.6,2.3
368,Hasaki,75,JP,1612535240,75,35.7333,140.8333,42.8,1.14
369,Henties Bay,32,NA,1612535240,84,-22.116,14.2845,68.0,4.0
370,Ullapool,100,GB,1612535240,65,57.8987,-5.1604,37.0,21.0
371,Voskresenskoye,100,RU,1612535240,96,56.8381,45.4317,16.88,11.92
372,Kathmandu,75,NP,1612534967,71,27.7167,85.3167,51.8,4.61
373,Sawākin,0,SD,1612535241,42,19.1059,37.3321,76.08,14.07
374,Seymchan,93,RU,1612535241,86,62.8833,152.4333,-16.94,2.68
375,Srandakan,93,ID,1612535241,85,-7.9386,110.2506,78.48,5.68
376,Alghero,0,IT,1612535241,67,40.5589,8.3181,62.6,3.44
377,Merta,0,IN,1612535241,30,26.65,74.0333,63.23,6.71
378,Shimoda,25,JP,1612535241,36,34.6667,138.95,44.01,3.0
379,Acarí,100,PE,1612535241,59,-15.4311,-74.6158,75.99,4.81
380,Scarborough,100,GB,1612535084,96,54.2797,-0.4044,44.01,4.0
381,Kibala,0,TD,1612535242,10,9.1104,18.3463,98.6,6.91
382,Grand Gaube,0,MU,1612535242,71,-20.0064,57.6608,82.0,7.0
383,Ossora,100,RU,1612535242,93,59.2353,163.0719,5.0,5.1
384,Necochea,0,AR,1612535242,34,-38.5473,-58.7368,82.0,1.99
385,Espoo,0,FI,1612535242,78,60.25,24.6667,10.0,10.36
386,Birjand,0,IR,1612535242,8,32.8663,59.2211,59.0,13.8
387,Abnūb,40,EG,1612535243,63,27.2696,31.1511,66.2,16.11
388,Walvis Bay,0,NA,1612535243,60,-22.9575,14.5053,73.4,10.36
389,Kavaratti,26,IN,1612535243,74,10.5669,72.642,81.73,11.07
390,Miles City,75,US,1612535243,79,46.4083,-105.8406,17.6,7.29
391,Port Hedland,44,AU,1612535243,78,-20.3167,118.5667,80.6,6.91
392,Philadelphia,90,US,1612535135,81,39.9523,-75.1638,39.2,10.36
393,Arklow,88,IE,1612535243,88,52.7931,-6.1414,41.0,7.34
394,Flinders,100,AU,1612535244,81,-34.5833,150.8552,73.99,3.0
395,Soe,100,ID,1612535244,99,-9.8607,124.284,67.51,3.58
396,Nyurba,29,RU,1612535244,80,63.2842,118.3319,-41.22,2.46
397,Ridgeland,1,US,1612535244,87,32.4285,-90.1323,39.2,7.29
398,Diego de Almagro,0,CL,1612535244,22,-26.3667,-70.05,76.37,6.06
399,Kahului,90,US,1612535244,94,20.8947,-156.47,62.6,5.44
400,Capaci,0,IT,1612535245,25,38.1711,13.2393,73.4,26.46
401,Villanueva de la Serena,60,ES,1612535055,94,38.9766,-5.7974,51.01,5.99
402,Arlit,38,NE,1612535245,12,18.7369,7.3853,85.66,3.47
403,Soddy-Daisy,100,US,1612535245,84,35.2359,-85.1908,37.99,3.0
404,Lagoa,98,PT,1612535245,69,39.05,-27.9833,55.26,14.2
405,Meulaboh,98,ID,1612535245,73,4.1363,96.1285,80.69,0.38
406,Ponce,0,PR,1612535166,66,18.073,-66.6185,84.0,8.99
407,Hopkinton,90,US,1612535246,87,41.4612,-71.7776,42.01,6.91
408,Mawlamyine,0,MM,1612535246,45,16.4914,97.6256,79.81,5.03
409,Asmara,18,ER,1612535246,45,15.3333,38.9333,62.67,8.79
410,Phuket,20,TH,1612535246,83,8.0,98.25,87.01,7.29
411,Killybegs,75,IE,1612535246,93,54.6333,-8.45,44.6,4.61
412,Safita,28,SY,1612535247,68,34.8205,36.1153,64.0,1.99
413,Rioblanco,94,CO,1612535247,69,3.5308,-75.6806,69.6,2.64
414,Scheia,75,RO,1612535247,80,47.65,26.2333,37.0,3.44
415,Oussouye,0,SN,1612535247,39,12.485,-16.5469,86.0,6.91
416,Sørland,40,NO,1612535247,75,67.667,12.6934,35.6,13.8
417,Jumla,46,NP,1612535248,88,29.2747,82.1838,27.79,5.79
418,Gimli,100,CA,1612535248,71,50.6336,-96.9907,-5.8,12.66
419,Huittinen,90,FI,1612535248,85,61.1833,22.7,9.0,6.91
420,Luga,100,RU,1612535248,93,58.7372,29.8453,7.25,7.36
421,Balod,0,IN,1612535248,24,20.73,81.2047,68.47,4.79
422,Yeppoon,40,AU,1612535248,73,-23.1333,150.7333,75.2,6.33
423,Aguadilla,1,PR,1612535249,78,18.4275,-67.1541,81.0,9.22
424,Ocampo,0,MX,1612535249,38,21.65,-101.5,52.52,8.46
425,Turukhansk,100,RU,1612535250,89,65.8167,87.9833,-18.58,3.8
426,Arica,0,CL,1612535044,64,-18.475,-70.3042,73.4,6.91
427,Jijiga,82,ET,1612535250,15,9.35,42.8,80.42,2.13
428,Gillette,90,US,1612535250,93,44.2911,-105.5022,23.0,6.91
429,Havre-St-Pierre,90,CA,1612535250,100,50.2334,-63.5986,32.0,9.22
430,Vao,6,NC,1612535250,86,-22.6667,167.4833,78.37,18.45
431,Saijō,75,JP,1612535250,57,33.9167,133.1833,46.99,8.05
432,Ulaanbaatar,75,MN,1612535120,79,47.9077,106.8832,12.2,4.47
433,Beruwala,99,LK,1612535251,80,6.4788,79.9828,79.59,9.22
434,Havøysund,75,NO,1612535251,86,70.9963,24.6622,30.2,9.22
435,Skellefteå,90,SE,1612535251,79,64.7507,20.9528,21.99,5.75
436,Portland,90,US,1612535011,93,45.5234,-122.6762,45.0,14.97
437,São Lourenço do Sul,75,BR,1612535251,68,-31.3653,-51.9783,71.6,20.71
438,Kirovskiy,100,RU,1612535251,97,45.0917,133.5136,12.67,3.18
439,Sayyan,0,YE,1612535252,26,15.1718,44.3244,66.27,9.1
440,Lloydminster,20,CA,1612535144,76,53.2835,-110.0016,-18.4,8.05
441,Shingū,93,JP,1612535252,73,33.7333,135.9833,44.55,6.06
442,Santo Antônio do Içá,100,BR,1612535252,97,-3.1022,-67.9397,74.41,3.27
443,Inuvik,100,CA,1612535252,75,68.3499,-133.7218,-29.2,6.91
444,Zhuhai,0,CN,1612535252,88,22.2769,113.5678,71.01,5.75
445,Dossor,99,KZ,1612535253,78,47.5272,52.9811,43.41,6.67
446,Māngrol,0,IN,1612535253,54,21.1167,70.1167,72.36,14.58
447,Mahina,25,PF,1612535253,65,-17.5065,-149.489,82.0,1.99
448,Udachny,16,RU,1612535050,79,66.4167,112.4,-37.86,1.83
449,Acaraú,9,BR,1612535253,55,-2.8856,-40.12,86.79,17.58
450,Urengoy,0,RU,1612535253,85,65.9667,78.3667,-31.0,2.91
451,Bāfq,67,IR,1612535253,20,31.6128,55.4107,68.92,7.81
452,Treuchtlingen,100,DE,1612535253,89,48.95,10.9167,46.0,1.25
453,Tara,88,RU,1612535254,97,56.8944,74.371,18.91,7.47
454,Oddur,0,SO,1612535254,18,4.1213,43.8894,92.37,8.66
455,Vikhorevka,40,RU,1612535254,85,56.1201,101.1636,6.8,6.71
456,Okhotsk,100,RU,1612535254,86,59.3833,143.3,0.14,9.42
457,Stykkisholmur,100,IS,1612535254,89,65.0757,-22.7297,33.75,16.75
458,Kirakira,27,SB,1612535254,80,-10.4544,161.9205,79.25,4.5
459,Sokoni,40,TZ,1612535254,55,-6.4333,39.55,91.4,13.8
460,Palembang,20,ID,1612535081,89,-2.9167,104.7458,78.8,4.61
461,Aykhal,0,RU,1612535255,81,66.0,111.5,-33.84,3.71
462,Zorritos,40,PE,1612535255,74,-3.6805,-80.6782,82.4,3.13
463,Klaksvík,75,FO,1612535255,69,62.2266,-6.589,35.6,13.8
464,Omboué,100,GA,1612535255,76,-1.5746,9.2618,84.06,10.76
465,Mēga,60,ET,1612535255,20,4.05,38.3,81.5,11.1
466,Byron Bay,40,AU,1612535255,88,-28.65,153.6167,69.8,2.3
467,Togur,100,RU,1612535255,96,58.3631,82.8265,10.67,6.55
468,Olafsvik,100,IS,1612535256,86,64.8945,-23.7142,37.58,37.11
469,Boromlya,62,UA,1612535256,94,50.6184,34.9704,16.41,13.0
470,Haimen,0,CN,1612535256,82,23.1935,116.6142,60.8,2.24
471,Itoman,20,JP,1612535256,72,26.1247,127.6694,64.4,5.75
472,Hithadhoo,100,MV,1612535256,78,-0.6,73.0833,82.98,13.8
473,Kosh-Agach,78,RU,1612535257,88,50.0,88.6667,3.74,2.1
474,Haverhill,90,US,1612535212,93,42.7762,-71.0773,30.99,5.48
475,Berezniki,100,RU,1612535257,100,59.4152,56.8124,33.01,5.01
476,Rocha,99,UY,1612535186,66,-34.4833,-54.3333,66.22,12.57
477,Praia,75,CV,1612535161,57,14.9215,-23.5087,75.2,21.85
478,Great Yarmouth,40,GB,1612535257,76,52.6083,1.7305,52.0,3.44
479,Mananjary,94,MG,1612535257,71,-21.2167,48.3333,83.98,10.74
480,Amparafaravola,41,MG,1612535258,76,-17.5833,48.2167,77.27,6.73
481,Buraidah,75,SA,1612535258,33,26.326,43.975,77.0,6.91
482,Mongu,82,ZM,1612535258,53,-15.2484,23.1274,84.97,5.99
483,San Carlos,81,VE,1612535258,58,9.6612,-68.5827,85.66,1.66
484,Ilhabela,39,BR,1612535258,72,-23.7781,-45.3581,82.15,7.87
485,Santa Cruz de la Sierra,40,BO,1612535259,51,-17.8,-63.1667,84.2,14.97
486,Novobiryusinskiy,90,RU,1612535259,94,56.9578,97.7076,1.96,4.27
487,Lagunas,98,PE,1612535259,78,-5.2269,-75.6753,80.78,0.87
488,Usinsk,100,RU,1612535259,91,65.9939,57.5281,-4.94,13.22
489,Asău,100,RO,1612535259,64,46.4333,26.4,39.0,1.99
490,Kalaiya,0,NP,1612535260,39,27.0327,85.0022,68.65,19.26
491,Bosaso,0,SO,1612535260,65,11.2842,49.1816,77.0,16.11
492,Wanning,51,CN,1612535260,88,18.8003,110.3967,69.1,7.81
493,Iquique,0,CL,1612535039,60,-20.2208,-70.1431,73.4,8.05
494,Kruisfontein,0,ZA,1612535260,60,-34.0033,24.7314,78.39,20.04
495,Remedios,0,CU,1612535260,83,22.4947,-79.5458,68.0,6.91
496,Ayagoz,99,KZ,1612535260,93,47.9714,80.4392,17.73,6.71
497,Naples,0,IT,1612534983,40,40.8333,14.25,68.0,5.75
498,Te Anau,100,NZ,1612535261,91,-45.4167,167.7167,54.72,0.65
499,Arman',93,RU,1612535261,80,59.7,150.1667,-8.45,12.8
500,Verāval,0,IN,1612535261,54,20.9,70.3667,72.39,13.47
501,Vila Franca do Campo,75,PT,1612535261,58,37.7167,-25.4333,57.2,14.97
502,Gamba,5,GA,1612535261,68,-2.65,10.0,85.46,11.63
503,The Valley,20,AI,1612535167,69,18.217,-63.0578,82.4,16.11
504,Mehrān,90,IR,1612535261,93,33.1222,46.1646,44.6,4.61
505,Coxim,77,BR,1612535262,63,-18.5067,-54.76,84.69,5.86
506,Galle,76,LK,1612535262,81,6.0367,80.217,78.71,1.63
507,San,31,ML,1612535262,8,13.3034,-4.8956,100.27,8.41
508,Sioux Lookout,90,CA,1612535262,70,50.1001,-91.917,-9.4,17.27
509,Saint-Joseph,0,RE,1612535262,54,-21.3667,55.6167,86.0,4.61
510,Grand-Santi,77,GF,1612535262,69,4.25,-54.3833,82.06,4.14
511,Ketchikan,1,US,1612535097,80,55.3422,-131.6461,39.2,9.22
512,Malbork,15,PL,1612535263,98,54.0359,19.0266,28.99,5.73
513,São José do Rio Pardo,75,BR,1612535263,73,-21.5956,-46.8886,86.0,6.53
514,Kāmalāpuram,70,IN,1612535263,37,14.5833,78.65,76.24,9.28
515,Friesach,20,AT,1612535263,75,46.9553,14.4058,48.2,4.61
516,Masalli,98,KR,1612535263,69,34.7959,126.6553,35.6,4.61
517,Lotofaga,90,WS,1612535263,94,-13.9764,-171.8578,75.2,14.97
518,Tongzi,0,CN,1612535263,68,28.7829,105.0877,54.68,3.94
519,Vila Velha,0,BR,1612535263,58,-20.3297,-40.2925,90.0,13.8
520,Blind River,90,CA,1612535264,93,46.1834,-82.9582,32.0,21.85
521,Gigmoto,93,PH,1612535264,85,13.7796,124.39,78.26,9.13
522,Merauke,100,ID,1612535264,88,-8.4667,140.3333,79.63,14.25
523,Nizhniy Kuranakh,87,RU,1612535264,83,58.8353,125.4869,-24.84,3.0
524,La Ronge,5,CA,1612535264,69,55.1001,-105.2842,-23.8,8.05
525,Doka,0,SD,1612535264,12,13.5167,35.7667,87.4,12.21
526,Humaitá,100,BR,1612535264,89,-7.5061,-63.0208,81.52,2.77
527,Yugorsk,100,RU,1612535265,97,61.3133,63.3319,13.03,3.76
528,Neiafu,90,TO,1612535265,94,-18.65,-173.9833,78.8,10.36
529,Kamenka,99,RU,1612535265,87,51.3223,42.7678,24.01,11.99
530,Qui Nhon,46,VN,1612535265,87,13.7667,109.2333,70.9,10.96
531,Mhlume,100,SZ,1612535265,74,-26.0333,31.85,82.4,3.44
532,Savonlinna,100,FI,1612535000,78,61.8699,28.88,5.0,9.22
533,Sorong,100,ID,1612535265,76,-0.8833,131.25,82.06,5.3
534,Bāsugaon,0,IN,1612535265,36,26.4667,90.4,69.4,4.09
535,Santa Marinella,100,IT,1612535266,63,42.0345,11.8536,57.0,15.01
536,Nautla,1,MX,1612535266,84,20.2167,-96.7833,65.52,7.0
537,Ruteng,100,ID,1612535266,100,-8.6136,120.4721,64.18,1.34
538,Kyabé,57,TD,1612535266,9,9.4515,18.9449,100.87,8.9
539,Lázaro Cárdenas,51,MX,1612535109,85,17.9583,-102.2,70.92,4.47
540,Hofn,90,IS,1612535266,65,64.2539,-15.2082,37.4,12.66
541,Saryozek,100,KZ,1612535266,79,44.3583,77.9753,32.72,3.56
542,Chipinge,89,ZW,1612535267,82,-20.1883,32.6236,77.0,6.71
543,Spokane,75,US,1612535122,87,47.6166,-117.3677,37.4,5.75
544,Lerwick,75,GB,1612535267,55,60.1545,-1.1494,35.6,21.85
545,Itarema,6,BR,1612535267,55,-2.9248,-39.9167,86.79,16.69
546,Gladstone,40,AU,1612535267,69,-23.85,151.25,78.8,5.75
547,Deputatsky,100,RU,1612535267,86,69.3,139.9,-32.62,1.81
548,Tiznit Province,0,MA,1612535268,44,29.5833,-9.5,59.86,18.45
549,Plattsburgh,90,US,1612535268,64,44.6995,-73.4529,33.8,17.27
550,Ambatofinandrahana,97,MG,1612535268,78,-20.55,46.8,72.73,5.12
551,Chicama,75,PE,1612535268,88,-7.8447,-79.1469,69.8,8.05
552,Pucallpa,40,PE,1612535268,78,-8.3791,-74.5539,80.6,1.14
553,Aksha,42,RU,1612535268,87,50.2814,113.2867,4.08,6.31
554,Yelizovo,0,RU,1612535050,65,53.1873,158.3805,-5.8,11.18
